## This file was created at AspGD on Thu Sep 24 08:59:44 PDT 2009
Afu5g11810	ASPL0000062573	nudA
Afu4g07650	ASPL0000072451	cypB
Afu2g13200	ASPL0000002354	AN9471
Afu2g16100	ASPL0000050018	AN2141
Afu2g12930	ASPL0000006289	AN6262
Afu1g14410	ASPL0000053603	AN0776
Afu3g06310	ASPL0000071099	AN4748
Afu1g15260	ASPL0000052350	AN0860
Afu4g09730	ASPL0000044232	AN1850
Afu6g08390	ASPL0000012102	AN3925
Afu1g12350	ASPL0000059469	AN1058
Afu6g04120	ASPL0000006843	AN6602
Afu6g01790	ASPL0000076397	AN8599
Afu4g05890	ASPL0000076393	AN10539
Afu4g04550	ASPL0000067410	AN6993
Afu4g12410	ASPL0000012146	AN3667
Afu3g14460	ASPL0000046831	AN10322
Afu3g06970	ASPL0000071451	AN4803
Afu4g13210	ASPL0000043199	AN1939
Afu6g13630	ASPL0000028052	AN5437
Afu6g02050	ASPL0000080339	AN8670
Afu8g06050	ASPL0000031733	AN8521
Afu8g02330	ASPL0000049477	AN1542
Afu6g04540	ASPL0000003249	AN6566
Afu2g00900	ASPL0000047907	AN1557
Afu5g00720	ASPL0000034117	AN3344
Afu2g01430	ASPL0000066932	AN7670
Afu1g08910	ASPL0000031569	AN5305
Afu3g11600	ASPL0000034339	AN2886
Afu3g12050	ASPL0000037105	AN10347
Afu4g13290	ASPL0000042192	AN1945
Afu6g11060	ASPL0000056848	AN0590
Afu1g05870	ASPL0000010625	AN10511
Afu4g11520	ASPL0000032751	AN5587
Afu6g14460	ASPL0000049266	AN2539
Afu6g14460	ASPL0000048555	AN9518
Afu4g08980	ASPL0000045692	AN1633
Afu5g11640	ASPL0000053216	AN0131
Afu1g14110	ASPL0000062840	AN0752
Afu6g07380	ASPL0000030328	AN5205
Afu1g12250	ASPL0000053780	AN1066
Afu1g08950	ASPL0000055034	AN10189
Afu1g07630	ASPL0000028407	AN5111
Afu3g05460	ASPL0000037423	AN3458
Afu5g12130	ASPL0000062908	avaA
Afu2g07490	ASPL0000008892	AN10737
Afu1g01960	ASPL0000054555	AN0364
Afu4g10940	ASPL0000032745	AN10700
Afu6g08260	ASPL0000018223	AN3936
Afu1g02330	ASPL0000055994	AN0335
Afu6g02580	ASPL0000012231	AN3528
Afu6g09160	ASPL0000049123	AN1761
Afu8g05670	ASPL0000048919	AN1559
Afu2g14370	ASPL0000048415	AN2406
Afu1g12510	ASPL0000047359	AN8968
Afu5g00600	ASPL0000041246	AN3211
Afu2g02710	ASPL0000075049	AN4560
Afu5g03460	ASPL0000011117	AN8213
Afu5g10170	ASPL0000073127	AN4882
Afu6g02280	ASPL0000080267	AN8692
Afu1g09230	ASPL0000055891	AN1364
Afu4g10430	ASPL0000045506	AN10249
Afu4g00440	ASPL0000033016	AN5368
Afu2g16900	ASPL0000064473	AN7292
Afu4g09580	ASPL0000043228	AN1832
Afu5g11100	ASPL0000052979	AN10034
Afu8g02870	ASPL0000048287	AN8871
Afu2g04560	ASPL0000039764	AN2813
Afu6g08690	ASPL0000012035	AN10484
Afu8g05700	ASPL0000051491	AN1562
Afu1g07620	ASPL0000032497	AN5112
Afu5g01960	ASPL0000013978	AN8040
Afu5g02080	ASPL0000013439	AN8049
Afu5g03700	ASPL0000018037	AN8234
Afu8g03900	ASPL0000049479	AN9421
Afu5g14800	ASPL0000001924	AN5842
Afu2g00820	ASPL0000059244	AN9287
Afu2g17100	ASPL0000063257	AN7256
Afu3g00930	ASPL0000052832	AN9373
Afu6g09130	ASPL0000045616	AN1764
Afu1g05180	ASPL0000041512	AN2745
Afu2g02550	ASPL0000071461	phnB
Afu3g12830	ASPL0000034375	AN3125
Afu5g11150	ASPL0000058130	AN0189
Afu7g04740	ASPL0000016306	AN10467
Afu8g04620	ASPL0000049807	AN1470
Afu1g09410	ASPL0000055909	AN1348
Afu5g14180	ASPL0000064113	AN7186
Afu5g04320	ASPL0000016908	AN4281
Afu2g11570	ASPL0000002420	AN6183
Afu2g02970	ASPL0000071519	AN4529
Afu4g00460	ASPL0000074153	AN8593
Afu3g06170	ASPL0000076781	MAT2
Afu5g09670	ASPL0000073003	AN8794
Afu5g08950	ASPL0000075713	AN4685
Afu1g04600	ASPL0000062199	AN0441
Afu5g09500	ASPL0000071035	AN8811
Afu4g10690	ASPL0000043500	AN10237
Afu6g12500	ASPL0000013822	AN3687
Afu8g01210	ASPL0000034908	AN9128
Afu8g07340	ASPL0000047292	AN1717
Afu2g12120	ASPL0000000939	AN10798
Afu3g01030	ASPL0000013726	AN8104
Afu6g09590	ASPL0000065803	AN10947
Afu1g13570	ASPL0000056326	AN0695
Afu4g11100	ASPL0000029017	AN5625
Afu4g11740	ASPL0000032052	AN10694
Afu1g10800	ASPL0000062125	AN1196
Afu1g02080	ASPL0000060307	AN0356
Afu7g00460	ASPL0000052846	AN0033
Afu1g04550	ASPL0000054741	AN10103
Afu2g00620	ASPL0000027361	AN5320
Afu6g10440	ASPL0000046859	AN10306
Afu2g01480	ASPL0000068162	AN7674
Afu3g13140	ASPL0000060377	AN9303
Afu1g11190	ASPL0000059288	AN1162
Afu2g08140	ASPL0000005704	AN6180
Afu7g02130	ASPL0000038840	AN9098
Afu6g11740	ASPL0000044202	AN10204
Afu2g00940	ASPL0000049119	AN2115
Afu5g10400	ASPL0000046851	lsdA
Afu4g12430	ASPL0000016440	AN3666
Afu5g06310	ASPL0000049922	AN2280
Afu6g11040	ASPL0000060038	AN0591
Afu4g11860	ASPL0000031220	AN5532
Afu2g01650	ASPL0000067128	AN10991
Afu1g07680	ASPL0000033106	AN5106
Afu5g01250	ASPL0000009947	AN7905
Afu3g11980	ASPL0000034203	AN2851
Afu3g06030	ASPL0000041486	AN2761
Afu2g08320	ASPL0000000714	AN6171
Afu1g01870	ASPL0000052636	AN10067
Afu7g05590	ASPL0000005045	AN6713
Afu2g11140	ASPL0000003990	AN5897
Afu3g10700	ASPL0000075705	AN4919
Afu3g10260	ASPL0000076463	AN4961
Afu7g03690	ASPL0000016896	AN11066
Afu3g07560	ASPL0000052820	AN0180
Afu7g05880	ASPL0000007583	AN6727
Afu4g10260	ASPL0000041949	AN2006
Afu6g07590	ASPL0000050425	AN1909
Afu2g00590	ASPL0000034508	AN3299
Afu3g11050	ASPL0000073721	AN11253
Afu3g06950	ASPL0000059726	AN0346
Afu6g08070	ASPL0000014693	AN3955
Afu8g00920	ASPL0000036287	AN9172
Afu2g17070	ASPL0000067654	AN7259
Afu7g06360	ASPL0000016290	AN10483
Afu5g12410	ASPL0000059593	AN0061
Afu6g12660	ASPL0000012467	AN3706
Afu6g02140	ASPL0000080289	AN8680
Afu2g08720	ASPL0000007051	AN11500
Afu5g05610	ASPL0000076371	AN8857
Afu8g00440	ASPL0000053377	AN0027
Afu3g11260	ASPL0000072359	AN4872
Afu1g03390	ASPL0000053192	AN0262
Afu5g09200	ASPL0000052136	AN0226
Afu5g11300	ASPL0000061651	AN0173
Afu2g03410	ASPL0000072417	AN4491
Afu6g07960	ASPL0000012336	AN10531
Afu1g03460	ASPL0000062039	AN0255
Afu7g04370	ASPL0000013298	AN3740
Afu6g04800	ASPL0000002350	AN6548
Afu5g12070	ASPL0000062413	AN0095
Afu3g08210	ASPL0000036041	AN2937
Afu5g08800	ASPL0000073829	AN4702
Afu4g10060	ASPL0000045935	AN2046
Afu5g03810	ASPL0000017782	AN11068
Afu1g15690	ASPL0000053611	AN0903
Afu1g03750	ASPL0000011255	AN4027
Afu3g13840	ASPL0000037199	AN3149
Afu2g03140	ASPL0000072011	AN10562
Afu2g09380	ASPL0000032899	AN5309
Afu6g12280	ASPL0000026945	AN5670
Afu6g04430	ASPL0000004138	AN6576
Afu6g04430	ASPL0000002068	AN9527
Afu1g02890	ASPL0000062025	AN0271
Afu3g01250	ASPL0000004259	AN6314
Afu6g09580	ASPL0000002442	AN10775
Afu4g06330	ASPL0000075327	AN4341
Afu3g06370	ASPL0000074701	AN4755
Afu6g02440	ASPL0000074183	AN8704
Afu6g10130	ASPL0000009050	AN6470
Afu3g10340	ASPL0000076467	AN4953
Afu3g12270	ASPL0000039167	AN2846
Afu7g03730	ASPL0000013015	AN8284
Afu6g00280	ASPL0000032887	AN5317
Afu4g02940	ASPL0000035884	AN10378
Afu4g07870	ASPL0000014164	AN3849
Afu1g04730	ASPL0000054349	AN0452
Afu4g03810	ASPL0000069644	AN10892
Afu7g02100	ASPL0000038143	AN9100
Afu2g15710	ASPL0000044434	AN10271
Afu6g07470	ASPL0000030324	AN5213
Afu7g00770	ASPL0000039401	AN2782
Afu1g16840	ASPL0000052628	AN0641
Afu3g08910	ASPL0000039440	AN3021
Afu6g04180	ASPL0000000444	AN10835
Afu2g10480	ASPL0000005191	AN5962
Afu2g03340	ASPL0000002973	AN10865
Afu3g03880	ASPL0000061914	AN1153
Afu1g16280	ASPL0000055750	AN0943
Afu4g10050	ASPL0000051423	CaM
Afu1g14420	ASPL0000056651	AN0777
Afu4g14550	ASPL0000054361	mdpA
Afu5g11920	ASPL0000060357	AN0110
Afu4g09520	ASPL0000033483	AN8488
Afu4g13350	ASPL0000051381	AN1951
Afu3g13820	ASPL0000036492	AN3147
Afu6g02650	ASPL0000071293	AN8723
Afu2g08950	ASPL0000005223	AN6066
Afu1g09680	ASPL0000060369	AN1297
Afu1g16870	ASPL0000062495	AN0638
Afu1g17540	ASPL0000031581	AN8319
Afu5g04440	ASPL0000015309	AN11224
Afu7g06270	ASPL0000031987	AN5411
Afu1g16240	ASPL0000062604	AN0939
Afu1g10960	ASPL0000055732	AN1178
Afu1g00560	ASPL0000031899	AN8564
Afu1g02440	ASPL0000060681	AN0323
Afu5g02860	ASPL0000078108	AN5069
Afu7g06570	ASPL0000069680	AN10876
Afu6g06620	ASPL0000028186	AN10724
Afu8g06770	ASPL0000012523	AN7943
Afu5g06960	ASPL0000068318	AN10987
Afu4g03820	ASPL0000067494	AN7101
Afu5g06160	ASPL0000047390	AN2293
Afu1g06510	ASPL0000016942	AN4249
Afu4g14120	ASPL0000067580	AN7541
Afu3g08190	ASPL0000035259	AN2935
Afu1g05460	ASPL0000017266	AN4070
Afu1g14630	ASPL0000061607	AN0804
Afu2g13500	ASPL0000001816	AN6327
Afu6g14340	ASPL0000036682	AN10388
Afu8g03980	ASPL0000051551	AN1407
Afu2g11830	ASPL0000005241	AN6201
Afu6g06590	ASPL0000027497	AN10706
Afu1g09050	ASPL0000062772	AN1376
Afu5g09340	ASPL0000076141	AN8822
Afu1g09140	ASPL0000053373	AN1373
Afu4g14500	ASPL0000060665	mdpL
Afu3g03130	ASPL0000046863	AN2322
Afu8g04760	ASPL0000050849	AN1480
Afu8g04610	ASPL0000048265	AN1469
Afu5g06320	ASPL0000048393	AN2279
Afu4g06830	ASPL0000074315	AN4399
Afu8g04780	ASPL0000047298	AN1483
Afu6g08290	ASPL0000017276	AN3934
Afu2g02350	ASPL0000075545	AN4618
Afu3g12410	ASPL0000072053	AN8717
Afu1g10270	ASPL0000035025	AN9179
Afu2g05820	ASPL0000063599	AN7469
Afu5g01230	ASPL0000035318	AN2669
Afu4g13670	ASPL0000033646	AN5660
Afu3g09940	ASPL0000071607	AN4993
Afu1g11540	ASPL0000061244	chpA
Afu6g11380	ASPL0000060056	AN0559
Afu1g11740	ASPL0000061403	AN1127
Afu3g11850	ASPL0000035508	AN2863
Afu6g13640	ASPL0000029854	AN10680
Afu4g02980	ASPL0000051605	AN2479
Afu2g04950	ASPL0000050737	AN2088
Afu4g09660	ASPL0000050789	shrA
Afu5g11280	ASPL0000055459	AN10025
Afu3g10960	ASPL0000071773	AN4897
Afu2g01570	ASPL0000068146	AN7682
Afu3g10980	ASPL0000071049	AN4895
Afu3g06960	ASPL0000075029	AN4802
Afu5g00680	ASPL0000008156	AN6809
Afu5g14030	ASPL0000038021	AN2690
Afu1g05990	ASPL0000014757	rpl16a
Afu4g05990	ASPL0000074619	AN4307
Afu2g07750	ASPL0000000223	AN5830
Afu2g05290	ASPL0000012329	AN3976
Afu5g13630	ASPL0000003832	AN6914
Afu6g03810	ASPL0000004445	AN6631
Afu1g11060	ASPL0000062956	AN1173
Afu5g12760	ASPL0000015221	AN8093
Afu3g07930	ASPL0000041238	AN2948
Afu5g03590	ASPL0000013678	AN8227
Afu2g08550	ASPL0000008868	pinA
Afu5g00520	ASPL0000067938	AN10897
Afu1g14650	ASPL0000056340	AN0806
Afu2g07510	ASPL0000003493	AN5811
Afu2g03130	ASPL0000073569	AN10566
Afu2g03850	ASPL0000012166	AN3802
Afu1g02980	ASPL0000055261	AN0286
Afu1g10550	ASPL0000061732	AN1225
Afu3g06990	ASPL0000072171	AN4805
Afu5g14090	ASPL0000060223	AN1107
Afu3g13180	ASPL0000040930	AN3180
Afu5g07910	ASPL0000066303	AN11018
Afu2g14390	ASPL0000042741	AN2405
Afu5g03580	ASPL0000018051	AN8226
Afu4g12470	ASPL0000012139	cpcA
Afu4g13040	ASPL0000015831	AN3576
Afu4g09750	ASPL0000042202	AN2057
Afu8g02480	ASPL0000040139	AN2792
Afu1g14010	ASPL0000061212	AN0722
Afu6g09050	ASPL0000050028	AN1771
Afu2g02210	ASPL0000071731	AN4600
Afu2g16910	ASPL0000067600	AN7291
Afu3g09570	ASPL0000041242	AN3068
Afu1g09920	ASPL0000053065	AN1275
Afu1g16510	ASPL0000059465	AN0954
Afu3g05600	ASPL0000039794	AN10416
Afu5g11830	ASPL0000056238	AN0116
Afu6g02420	ASPL0000073343	AN8702
Afu2g16430	ASPL0000065442	AN7341
Afu2g02570	ASPL0000076581	AN4548
Afu6g02520	ASPL0000074179	AN8712
Afu1g16200	ASPL0000058403	AN0934
Afu2g01810	ASPL0000075105	AN10578
Afu5g09020	ASPL0000070629	AN4674
Afu4g14420	ASPL0000000706	AN6405
Afu1g09220	ASPL0000059099	AN1365
Afu3g08850	ASPL0000034009	AN3027
Afu1g16610	ASPL0000054823	AN0966
Afu4g14520	ASPL0000053499	mdpK
Afu1g04530	ASPL0000056380	AN0433
Afu4g03060	ASPL0000049577	AN2483
Afu4g03030	ASPL0000050610	AN2485
Afu7g01170	ASPL0000034307	AN3379
Afu6g03100	ASPL0000002683	AN6361
Afu3g11820	ASPL0000041574	AN10348
Afu4g06340	ASPL0000071739	AN4342
Afu1g17000	ASPL0000052080	AN0631
Afu6g09740	ASPL0000014681	AN3963
Afu2g04130	ASPL0000026885	AN5222
Afu2g15450	ASPL0000055082	AN0390
Afu5g13920	ASPL0000007850	AN6921
Afu1g09350	ASPL0000052310	AN1353
Afu8g03940	ASPL0000049715	AN10205
Afu6g05220	ASPL0000004639	AN10826
Afu1g15590	ASPL0000061387	AN0896
Afu2g04270	ASPL0000049081	AN1892
Afu2g08570	ASPL0000003062	AN6142
Afu2g04210	ASPL0000041823	AN1898
Afu5g03980	ASPL0000003856	AN6664
Afu4g11130	ASPL0000027537	AN5621
Afu2g01130	ASPL0000064573	AN10994
Afu3g06070	ASPL0000035051	hhoA
Afu8g00240	ASPL0000011375	AN8141
Afu5g05560	ASPL0000074791	AN8861
Afu8g07090	ASPL0000034986	AN3258
Afu2g16310	ASPL0000014236	AN7971
Afu6g11590	ASPL0000027644	AN5232
Afu2g09730	ASPL0000001628	AN6042
Afu2g10440	ASPL0000004263	AN5960
Afu1g14840	ASPL0000053120	AN10093
Afu1g03100	ASPL0000058102	AN10032
Afu2g03100	ASPL0000070731	AN10569
Afu7g01970	ASPL0000035326	AN9111
Afu2g10510	ASPL0000005099	AN9469
Afu1g01610	ASPL0000027546	AN5371
Afu6g14120	ASPL0000029870	AN10664
Afu3g03300	ASPL0000040488	AN2696
Afu4g03210	ASPL0000068876	AN7180
Afu3g02900	ASPL0000047829	AN1831
Afu3g02580	ASPL0000030354	AN5653
Afu2g10090	ASPL0000005393	AN5997
Afu5g07840	ASPL0000064799	AN7747
Afu4g13690	ASPL0000026673	AN10712
Afu1g09440	ASPL0000058023	AN1345
Afu3g11490	ASPL0000014206	AN8198
Afu1g15750	ASPL0000061002	AN0909
Afu1g12880	ASPL0000061411	AN1012
Afu8g05340	ASPL0000043983	AN1525
Afu4g05960	ASPL0000073945	AN4305
Afu6g04760	ASPL0000000636	AN6544
Afu1g09960	ASPL0000052006	AN1271
Afu4g12690	ASPL0000016204	lreB
Afu8g05870	ASPL0000016888	AN7918
Afu5g09380	ASPL0000073151	AN9481
Afu2g09530	ASPL0000005245	AN6058
Afu2g05720	ASPL0000066733	AN7484
Afu2g07340	ASPL0000007455	AN5798
Afu5g14640	ASPL0000045128	AN2361
Afu5g09240	ASPL0000060319	sodA
Afu6g08430	ASPL0000010401	AN3921
Afu5g03450	ASPL0000015291	AN8212
Afu3g12850	ASPL0000037833	AN10365
Afu1g05340	ASPL0000016360	AN4060
Afu8g04290	ASPL0000049849	AN1438
Afu2g10500	ASPL0000000085	AN9468
Afu5g01440	ASPL0000017730	AN8080
Afu2g13330	ASPL0000003708	AN6224
Afu3g06690	ASPL0000071827	AN4782
Afu3g03530	ASPL0000041899	AN2030
Afu8g02730	ASPL0000050181	AN8883
Afu4g01040	ASPL0000037069	AN9158
Afu1g13270	ASPL0000057869	AN0666
Afu4g00350	ASPL0000037817	AN10381
Afu6g04900	ASPL0000004818	AN6527
Afu8g05310	ASPL0000047597	AN1522
Afu3g05640	ASPL0000034512	AN3442
Afu1g14550	ASPL0000062458	AN0785
Afu5g04290	ASPL0000016488	AN8281
Afu3g01020	ASPL0000032715	AN11082
Afu2g03010	ASPL0000077919	AN4525
Afu6g02460	ASPL0000074909	AN8706
Afu2g14070	ASPL0000004493	AN6365
Afu3g11955	ASPL0000034870	AN2853
Afu2g08430	ASPL0000005019	AN6836
Afu3g06880	ASPL0000075083	AN10594
Afu5g05470	ASPL0000073797	AN11130
Afu8g01140	ASPL0000031967	AN8298
Afu1g04070	ASPL0000009517	AN4015
Afu3g01040	ASPL0000018085	AN8103
Afu3g00480	ASPL0000069318	AN7377
Afu1g06370	ASPL0000015723	AN4220
Afu4g11250	ASPL0000026779	AN5611
Afu6g06345	ASPL0000028987	AN10718
Afu5g02200	ASPL0000014322	AN8059
Afu2g13025	ASPL0000045959	AN1676
Afu7g04870	ASPL0000016859	AN8062
Afu4g13140	ASPL0000014711	AN10510
Afu3g05350	ASPL0000034738	AN3469
Afu1g01770	ASPL0000048991	AN2393
Afu3g06380	ASPL0000073533	AN10590
Afu2g11100	ASPL0000008066	AN5900
Afu3g00740	ASPL0000053822	AN10126
Afu3g08630	ASPL0000036211	AN2996
Afu3g09110	ASPL0000030682	AN5581
Afu5g06060	ASPL0000044827	AN2302
Afu6g07360	ASPL0000029616	AN5203
Afu4g06170	ASPL0000071011	AN4324
Afu4g06880	ASPL0000076315	AN4394
Afu6g06490	ASPL0000027676	AN5779
Afu7g00940	ASPL0000058215	AN1142
Afu5g09680	ASPL0000076613	AN8793
Afu3g05670	ASPL0000034071	AN10411
Afu3g12290	ASPL0000039933	AN2848
Afu6g12070	ASPL0000060411	afoF
Afu8g05110	ASPL0000048585	AN1508
Afu2g02480	ASPL0000076295	AN4636
Afu1g06350	ASPL0000009217	AN10518
Afu1g09430	ASPL0000061144	AN1346
Afu2g01860	ASPL0000072949	AN4565
Afu5g13750	ASPL0000073305	AN8591
Afu5g14680	ASPL0000012663	AN4127
Afu2g16390	ASPL0000069786	AN7352
Afu3g08560	ASPL0000036215	AN2988
Afu3g10490	ASPL0000077297	AN4939
Afu1g14230	ASPL0000062854	AN0736
Afu1g13790	ASPL0000053467	AN0733
Afu6g12180	ASPL0000028938	AN5324
Afu7g06960	ASPL0000064191	AN10888
Afu7g02220	ASPL0000040161	AN9091
Afu1g02910	ASPL0000054918	AN10031
Afu6g04240	ASPL0000006831	AN6610
Afu1g01330	ASPL0000017242	AN10469
Afu7g01200	ASPL0000041344	AN3377
Afu6g08990	ASPL0000041917	AN1759
Afu1g09380	ASPL0000054241	AN1350
Afu3g14330	ASPL0000048996	preB
Afu2g03720	ASPL0000013856	AN3814
Afu2g13550	ASPL0000005131	AN6332
Afu2g16560	ASPL0000041265	AN2809
Afu6g02260	ASPL0000080213	AN8690
Afu3g06460	ASPL0000070365	AN4762
Afu3g07630	ASPL0000071025	AN10608
Afu5g12820	ASPL0000008102	AN6841
Afu4g12080	ASPL0000013615	AN3644
Afu2g12100	ASPL0000003333	AN10785
Afu1g07360	ASPL0000027918	AN5136
Afu2g13170	ASPL0000003664	AN6240
Afu2g10540	ASPL0000001838	AN5965
Afu4g00730	ASPL0000076709	cetJ
Afu3g08040	ASPL0000040846	AN10362
Afu5g14690	ASPL0000008582	AN5855
Afu4g12700	ASPL0000011079	AN3606
Afu7g00180	ASPL0000044550	AN2116
Afu1g12290	ASPL0000055756	AN1063
Afu3g06360	ASPL0000070373	AN4754
Afu5g01320	ASPL0000054591	AN0217
Afu6g07290	ASPL0000028082	AN5195
Afu4g08130	ASPL0000009783	AN3831
Afu5g08620	ASPL0000070931	AN4713
Afu7g05290	ASPL0000002296	AN6679
Afu3g08180	ASPL0000038810	AN2934
Afu5g02090	ASPL0000014934	AN8050
Afu4g09540	ASPL0000049063	AN10238
Afu7g06950	ASPL0000066025	AN10883
Afu3g12280	ASPL0000035532	AN2847
Afu1g13150	ASPL0000059338	AN0653
Afu3g08450	ASPL0000039874	AN2979
Afu4g06610	ASPL0000071163	AN4375
Afu5g02750	ASPL0000016653	AN8118
Afu2g02230	ASPL0000072475	AN4602
Afu2g13310	ASPL0000007389	AN10792
Afu4g08180	ASPL0000016790	AN3828
Afu4g12090	ASPL0000009539	AN3645
Afu2g15420	ASPL0000069696	AN7598
Afu3g13340	ASPL0000036454	AN3171
Afu5g10740	ASPL0000071669	AN4731
Afu7g05630	ASPL0000001744	AN6716
Afu4g01490	ASPL0000044029	AN9031
Afu7g00850	ASPL0000072833	AN8604
Afu1g05500	ASPL0000013778	AN4073
Afu3g10330	ASPL0000072863	AN4954
Afu2g16960	ASPL0000068184	AN10928
Afu2g11640	ASPL0000003327	AN6185
Afu2g15160	ASPL0000046458	AN2541
Afu4g14050	ASPL0000041096	AN2647
Afu1g17120	ASPL0000052152	AN9304
Afu2g10700	ASPL0000003447	AN5934
Afu5g10800	ASPL0000072411	AN4725
Afu4g05900	ASPL0000072997	AN4299
Afu2g13820	ASPL0000042910	AN9509
Afu1g08960	ASPL0000053870	AN1383
Afu4g08360	ASPL0000049775	AN1720
Afu2g05230	ASPL0000047226	AN2111
Afu2g01590	ASPL0000065049	AN7683
Afu4g06670	ASPL0000072707	AN4379
Afu3g12110	ASPL0000076271	AN5022
Afu5g03490	ASPL0000017184	swoH
Afu7g04220	ASPL0000033127	AN5685
Afu1g02930	ASPL0000057336	AN0267
Afu1g16300	ASPL0000062670	AN10135
Afu1g12070	ASPL0000059459	AN1074
Afu3g15350	ASPL0000049022	AN2369
Afu1g11610	ASPL0000055591	AN1135
Afu2g16340	ASPL0000068058	AN7357
Afu7g01960	ASPL0000037161	AN11165
Afu5g13490	ASPL0000002873	AN6904
Afu8g02470	ASPL0000049557	AN9032
Afu3g13600	ASPL0000074257	AN11093
Afu4g04750	ASPL0000063679	AN6976
Afu4g06950	ASPL0000071575	AN4406
Afu4g10650	ASPL0000046235	AN1977
Afu1g07230	ASPL0000031134	AN10641
Afu2g12990	ASPL0000007134	AN6256
Afu5g14670	ASPL0000035422	AN3348
Afu5g10990	ASPL0000061873	AN0212
Afu8g01120	ASPL0000029818	AN9483
Afu2g03200	ASPL0000077961	AN4509
Afu3g05990	ASPL0000037107	AN10339
Afu4g03520	ASPL0000034125	AN9531
Afu3g05770	ASPL0000034522	AN3434
Afu3g08420	ASPL0000034792	AN2976
Afu4g04470	ASPL0000066423	AN7001
Afu2g15360	ASPL0000067732	AN10969
Afu6g04300	ASPL0000005876	AN6588
Afu6g13220	ASPL0000032351	AN5489
Afu1g09810	ASPL0000053473	AN10175
Afu6g10080	ASPL0000067482	AN7208
Afu7g00740	ASPL0000043062	AN10325
Afu5g08790	ASPL0000077389	AN4701
Afu5g01950	ASPL0000012561	AN8039
Afu4g09940	ASPL0000045261	AN1852
Afu5g05760	ASPL0000075601	phnC
Afu4g12610	ASPL0000017100	AN3625
Afu8g00910	ASPL0000041496	AN9159
Afu2g14690	ASPL0000068200	AN7543
Afu2g13080	ASPL0000000420	AN6251
Afu1g03690	ASPL0000009513	AN4023
Afu7g05890	ASPL0000003569	AN6728
Afu5g10950	ASPL0000053544	AN0213
Afu5g00430	ASPL0000002406	AN6417
Afu2g13350	ASPL0000007750	AN6223
Afu2g16370	ASPL0000063653	AN7354
Afu5g06380	ASPL0000045494	AN2273
Afu7g04210	ASPL0000029892	tpmA
Afu4g10850	ASPL0000046891	AN1960
Afu3g08830	ASPL0000036604	AN3016
Afu2g15290	ASPL0000068342	AN7594
Afu3g13040	ASPL0000035011	AN3135
Afu5g01420	ASPL0000015020	AN11046
Afu8g00480	ASPL0000004126	AN6818
Afu7g00530	ASPL0000042077	AN9003
Afu3g06400	ASPL0000077935	AN10583
Afu1g06340	ASPL0000016741	AN4222
Afu4g10110	ASPL0000051137	AN2020
Afu1g10870	ASPL0000000692	AN6421
Afu6g12960	ASPL0000030406	AN5522
Afu3g06620	ASPL0000072619	AN4776
Afu4g13600	ASPL0000032559	AN5659
Afu4g14380	ASPL0000053800	AN0815
Afu3g08250	ASPL0000034574	AN2941
Afu1g15730	ASPL0000054689	AN0907
Afu2g09670	ASPL0000008341	AN6047
Afu6g00460	ASPL0000046666	AN1651
Afu6g07220	ASPL0000027690	AN10642
Afu3g04180	ASPL0000058745	AN9404
Afu6g00220	ASPL0000032863	AN8355
Afu5g03150	ASPL0000009317	AN8189
Afu2g01930	ASPL0000076555	AN4572
Afu4g13380	ASPL0000046907	AN1952
Afu1g01390	ASPL0000014910	AN8157
Afu6g10560	ASPL0000042081	AN2446
Afu2g03260	ASPL0000076347	AN4505
Afu3g00580	ASPL0000061222	AN0480
Afu3g01810	ASPL0000069816	AN7086
Afu4g06550	ASPL0000071211	AN4359
Afu5g06540	ASPL0000048093	AN2260
Afu3g02310	ASPL0000077697	AN4355
Afu2g13320	ASPL0000008559	AN6225
Afu5g07690	ASPL0000069254	AN7758
Afu1g14640	ASPL0000053293	AN0805
Afu6g13550	ASPL0000026438	AN5441
Afu3g14530	ASPL0000049613	AN2602
Afu3g07370	ASPL0000073719	AN4841
Afu1g10180	ASPL0000062794	AN1261
Afu5g11410	ASPL0000051809	AN0160
Afu5g11120	ASPL0000059551	AN0192
Afu2g08340	ASPL0000005726	AN6172
Afu7g01470	ASPL0000040069	AN3412
Afu8g02290	ASPL0000049934	AN2506
Afu8g01420	ASPL0000031044	AN5354
Afu8g05360	ASPL0000044977	AN1527
Afu1g09000	ASPL0000059071	AN1381
Afu3g00440	ASPL0000012794	AN8098
Afu5g05630	ASPL0000072003	AN8856
Afu6g04780	ASPL0000001472	AN6546
Afu6g14370	ASPL0000028922	AN5332
Afu1g05430	ASPL0000014721	AN4067
Afu8g04390	ASPL0000043300	AN1451
Afu2g01720	ASPL0000077067	AN4654
Afu2g17510	ASPL0000059218	AN0094
Afu3g02340	ASPL0000055867	AN9358
Afu6g05310	ASPL0000006769	AN6491
Afu8g07190	ASPL0000039943	AN9163
Afu6g04410	ASPL0000002949	AN9529
Afu2g08520	ASPL0000004926	AN6146
Afu7g06010	ASPL0000008427	AN6737
Afu2g10300	ASPL0000004567	AN5979
Afu8g05970	ASPL0000042292	AN1572
Afu1g13040	ASPL0000060659	AN10138
Afu1g07210	ASPL0000032033	AN5145
Afu1g03630	ASPL0000013820	AN4049
Afu4g03460	ASPL0000068258	AN7170
Afu4g09630	ASPL0000044258	AN1842
Afu8g01290	ASPL0000066181	AN7220
Afu5g09530	ASPL0000076921	AN8808
